ID	Name
BrtPiano	Bright Piano
HammrPno	Hammer Piano
Digi.Pno	DigitalPiano
ChrchPpe	Church Pipe
ClassGtr	Classic Gtr
Acou.Gtr	Acou. Guitar
Jazz Gtr	Jazz Guitar
MuteGtr.	Mute Guitar
Dst.Gtr.	Dist Guitar
RockHrmo	RockHarmonix
SlpBass1	Slap Bass 1
SlpBass2	Slap Bass 2
Slow Str	Slow Strings
BasnOboe	Bassoon Oboe
SquareWv	Square Wave
SyCaliop	SynthCaliope
SynChiff	SynthChiffer
SyCharan	SynthCharang
Rezzo4th	Rezzo 4ths
BowGlass	Bowed Glass
SndTrack	Sound Track
Acou.Tom	Acoustic Tom
NoizChif	Noise Chiff
AltoBrth	Alto Breath
TinyDncr	Tiny Dancer
SpruceGt	Spruce Gtr.
VibrBell	Vibrant Bell
TheStrs.	The Strings
PowerSyn	Power Synth
MchinAge	Machine Age
Lite Vox	Light Voices
GlideSwp	Glide Sweep
MagicFlu	Magic Flute
ElectrGt	Elec Guitars
Digi.Air	Digital Air
MndoTrem	MandoTremolo
GospelOr	Gospel Organ
ChambrEn	ChamberEnsem
PnoHaven	Piano Heaven
Cln Funk	CleanFunkGtr
OrchPerc	Orch. Perc.
DreamWld	Dream World
HrpsiFnk	Harpsi Funk
FlugelHr	Flugel Horn
Elec.Tap	Electro Tap
TechnoBa	Techno Bass
Lead Gtr	Lead Guitar
PoppinPd	Poppin' Pad
Prod.Kit	Producer Kit
In Trees	In The Trees
SantaClv	Santa Clavi.
Sforz<Br	Sforz< Brass
PdlSteel	Pedal Steel
House Ba	House Bass 1
Ambi.Vox	AmbientVoice
EtherBel	Ether Bells
BassHrmo	Bass/Harmonx
50sSciFi	50's Sci-Fi
SteamCld	Steam Cloud
BrightBr	Bright Brass
JoyStick	Joy Stick Up
WavCycle	Wave Cycles
Elastik	Elastik Pad
ExprssPF	Expresso PF
PerkySax	Perky Saxes
CrFadeEP	Crossfade EP
JewelBox	Jewelry Box
WoodnYou	Wooden You?
SymphoBr	SymphonicBrs
ShmiMlet	Shami Mallet
RthmJunk	Rhythm Junk
BelShwer	Bell Shower
TmbFlute	Tambo Flute
PanMllet	Pan Mallet
SteamBrs	Steam Brass
PrieDawn	Prarie Dawn
RotaryOr	Rotary Organ
Horn Ens	HornEnsemble
PpeDream	Pipe Dreams
Big Strs	Big Strings
AsiaJung	Asian Jungle
GlockBel	GlockenBells
FatRezBa	Fat Rez Bass
BreathVx	BreathyVoice
KrazyKit	[Krazy Kit]
BrtSteel	Bright Steel
PingMlet	Ping Mallet
ComboKit	[Combo Kit]
FunkRoad	Funky Roads
Anal.Str	AnalogString
EuroPipe	Europe Pipe
CrystIce	Crystal Ice
GhostVox	Ghost Voice
FatFiltr	Fat Filterz
SuprPerc	Super Perc.
BrsSwell	Brass Swell
Log&Bell	Logs & Bells
FreshWav	Fresh Waves
LandnPad	Landing Pad
Dyno Str	Dyno String
SynBass3	Synth Bass 3
RezWaves	Reso. Waves
ClickOrg	Click Organ
St. Horn	Stereo Horn
MletLoop	Mallet Loop
MtlGhost	Metal Ghost
TimeClks	Time Clocks
CelloEns	Cello Ensem.
Funk Gtr	Funk Guitar
R.Gamlon	Real Gamlon
ChromeBa	Chrome Bass
RShkhchi	Real Shaku.
NatureKt	[Nature]
SyTronic	Synth Tronic
TrumpEns	Trump Ensem.
Ice Man	The Ice Man
VelFlugl	VeloFlugelHr
FeedbkGt	Feedback Gtr
SynBrass	Synth Brass
DrillMe!	[DrillMe!]
EthncVln	Ethnic Violn
GreekGtr	Greek Guitar
SoprnoVx	SopranoVoice
ChunkaPk	Chunka Pick
ArcoAttk	Arco Attack
CicadaBg	Cicada Bugs
Pno&Str	Piano&String
SpectrEP	Spectrum EP
TunedDrm	Tuned Drums
TibetBel	TibetanBells
Dbl Stop	Double Stop
WarmTrom	WarmTrombone
HolwBody	Hollow Body
HdBamboo	Hard Bamboo
BrsSynth	Brass Synth
SwtReeds	Sweet Reeds
MalletEP	Mallet EP
Elec.Arc	Electric Ac.
VuduSong	Voodoo Song
Sqr.Bass	Square Bass
DreamBel	Dream Bells
Chro.Rez	Chrome Reso.
7th Wave	The 7th Wave
OldKlmba	Old Kalimba
MutedEns	Muted Ensem.
